Date,BSV,SQQQ,TECL,TQQQ,UVXY
2023-01-25,76.2,40.9,28.02,22.24,5.0
2023-01-26,76.1,40.58,27.9,22.37,5.02
2023-01-27,76.05,40.18,27.78,22.53,5.05
2023-01-30,76.11,41.14,27.09,21.94,5.07
2023-01-31,76.12,39.47,28.18,22.82,4.88
2023-02-01,76.4,34.51,31.65,25.99,4.51
2023-02-02,76.07,35.19,30.91,25.15,5.02
2023-02-03,75.81,35.64,30.8,24.8,4.98
2023-02-06,75.71,35.59,30.8,24.87,5.12
2023-02-07,75.73,33.83,33.03,26.08,4.92
2023-02-08,75.81,33.65,33.18,26.09,4.98
2023-02-09,75.63,36.98,30.45,23.74,5.45
2023-02-10,75.52,36.39,31.12,24.12,5.31
2023-02-13,75.49,35.7,31.93,24.54,5.02
2023-02-14,75.34,34.98,32.13,25.04,4.9
2023-02-15,75.34,35.18,31.69,24.84,4.91
2023-02-16,75.3,36.33,30.76,23.99,5.21
2023-02-17,75.27,37.7,29.04,23.1,5.46
2023-02-21,75.23,38.63,28.3,22.48,5.7
2023-02-22,75.23,37.43,29.58,23.21,5.25
2023-02-23,75.11,39.87,27.84,21.71,5.43
2023-02-24,75.12,38.45,28.6,22.48,5.24
2023-02-27,75.08,39.22,27.94,22.09,5.13
2023-02-28,74.93,39.27,27.97,22.04,5.01
2023-03-01,74.76,41.22,27.14,21.0,5.18
2023-03-02,74.94,38.42,28.91,22.52,4.7
2023-03-03,75.01,36.22,30.71,23.79,4.52
2023-03-06,74.94,36.6,30.52,23.56,4.46
2023-03-07,74.75,37.85,29.65,22.76,4.63
2023-03-08,74.76,37.27,30.37,23.12,4.42
2023-03-09,75.3,39.38,28.74,21.79,5.25
2023-03-10,75.97,41.9,26.75,20.46,6.97
2023-03-13,75.83,38.69,28.84,22.11,5.65
2023-03-14,76.21,38.56,28.75,22.11,6.56
2023-03-15,76.11,34.03,32.43,24.95,5.86
2023-03-17,76.42,34.71,31.83,24.44,6.49
2023-03-20,76.0,33.51,32.72,25.31,5.58
2023-03-21,75.9,32.57,32.93,25.73,5.2
2023-03-22,76.45,32.62,33.17,25.58,5.25
2023-03-23,76.9,32.88,33.21,25.4,6.0
2023-03-24,76.38,32.12,33.88,26.0,5.24
2023-03-27,76.24,33.25,32.76,25.13,5.12
2023-03-28,76.11,32.31,33.59,25.81,4.71
2023-03-29,76.15,31.02,35.43,26.83,4.63
2023-03-30,76.24,30.79,35.54,27.0,4.62
2023-03-31,76.24,29.97,36.56,27.65,4.65
2023-04-03,76.47,29.46,37.18,28.18,4.51
2023-04-04,76.83,30.24,35.79,27.43,4.63
2023-04-05,76.82,31.36,34.31,26.45,4.58
2023-04-06,76.47,31.08,34.68,26.64,4.49
2023-04-10,76.47,30.35,35.46,27.33,4.28
2023-04-11,76.64,30.28,35.21,27.35,4.16
2023-04-12,76.68,31.24,34.35,26.52,4.2
2023-04-13,76.42,30.38,35.23,27.21,4.12
2023-04-14,76.32,30.18,35.37,27.34,3.95
2023-04-17,76.24,29.43,36.42,28.08,3.78
2023-04-18,76.2,30.75,35.0,26.84,3.82
2023-04-19,76.25,30.99,34.6,26.68,3.87
2023-04-20,76.4,30.92,34.47,26.7,3.83
2023-04-21,76.32,30.83,34.16,26.81,3.77
2023-04-24,76.64,31.42,33.54,26.29,3.82
2023-04-25,76.81,31.68,33.6,25.99,4.09
2023-04-26,76.57,31.0,33.7,26.54,3.84
2023-04-27,76.61,29.66,35.42,27.63,3.73
2023-04-28,76.41,29.08,36.43,28.14,3.51
2023-05-01,76.28,29.09,36.51,28.13,3.55
2023-05-02,76.69,29.73,35.64,27.5,3.74
2023-05-03,76.83,30.53,34.18,26.77,4.0
2023-05-04,76.77,30.17,35.1,27.1,3.89
2023-05-05,76.62,28.96,36.37,28.13,3.63
2023-05-08,76.54,29.11,35.94,27.98,3.67
2023-05-09,76.58,28.52,36.6,28.52,3.51
2023-05-10,76.97,28.18,36.77,28.9,3.6
2023-05-11,76.84,27.9,36.58,29.2,3.43
2023-05-12,76.59,28.25,36.47,28.84,3.43
2023-05-15,76.57,28.1,36.98,28.97,3.4
2023-05-16,76.5,27.57,37.76,29.56,3.36
2023-05-17,76.3,26.76,38.93,30.4,3.29
2023-05-18,76.11,25.3,41.16,32.07,3.08
2023-05-19,76.16,25.6,40.56,31.68,3.24
2023-05-22,76.08,25.71,40.72,31.56,3.31
2023-05-23,76.17,26.75,38.46,30.26,3.46
2023-05-24,75.93,24.95,41.65,32.35,3.37
2023-05-25,75.73,24.6,43.25,32.82,3.3
2023-05-26,75.86,22.03,48.67,36.33,3.02
2023-05-30,76.06,22.93,46.44,34.98,3.12
2023-05-31,76.05,23.06,45.75,34.75,2.98
2023-06-01,76.07,21.87,48.36,36.59,2.68
2023-06-02,75.73,21.77,48.03,36.77,2.6193
2023-06-05,75.9,21.83,47.0,36.66,2.52
2023-06-06,75.85,21.67,47.2,36.97,2.32
2023-06-07,75.8,22.81,45.4,35.0,2.35
2023-06-08,75.76,21.75,47.25,36.71,2.23
2023-06-09,75.73,21.47,48.28,37.16,2.27
2023-06-12,75.87,20.19,51.65,39.39,2.24
2023-06-13,75.72,20.22,51.14,39.36,2.26
2023-06-14,75.74,20.01,52.22,39.73,2.15
2023-06-15,75.63,18.78,56.53,42.35,2.25
2023-06-16,75.63,19.73,52.46,40.3,2.17
2023-06-20,75.63,19.51,51.77,40.04,2.11
2023-06-21,75.65,20.36,49.3,38.37,2.1
2023-06-22,75.77,20.09,49.33,38.81,20.66
2023-06-23,75.78,20.11,49.58,38.79,20.38
2023-06-26,75.74,20.57,49.09,37.85,20.0
2023-06-27,75.68,20.07,50.38,38.69,19.24
2023-06-28,75.49,19.75,51.5,39.36,18.56
2023-06-29,75.53,19.2,53.09,40.4,18.63
2023-06-30,75.35,18.82,53.9,41.21,18.4
2023-07-03,75.3,19.04,52.52,40.73,18.81
2023-07-05,75.0,19.4,51.06,39.96,20.09
2023-07-06,75.1,19.29,51.79,40.2,20.56
2023-07-07,75.18,19.51,50.88,39.76,19.62
2023-07-10,75.31,19.36,52.18,40.05,18.8
2023-07-11,75.51,18.51,53.64,41.87,18.12
2023-07-12,75.81,18.0,54.93,43.06,17.05
2023-07-13,75.83,17.47,56.37,44.24,17.67
2023-07-14,75.61,17.46,55.97,44.27,17.41
2023-07-17,75.8,17.17,57.42,45.01,17.19
2023-07-18,75.78,16.53,60.4,46.74,16.63
2023-07-19,75.64,17.1,57.98,45.15,17.58
2023-07-20,75.69,17.53,56.8,43.88,17.08
2023-07-21,75.72,17.9,56.31,42.98,17.03
2023-07-24,75.5,17.84,56.26,43.1,16.68
2023-07-25,75.59,17.75,55.71,43.3,16.9
2023-07-26,75.58,17.01,57.53,45.1,15.52
2023-07-27,75.53,17.37,56.36,44.25,16.25
2023-07-28,75.58,16.92,57.2,45.35,16.05
2023-07-31,75.37,17.13,56.98,44.81,16.5
2023-08-01,75.31,17.55,56.16,43.68,17.75
2023-08-02,75.33,18.58,52.1,41.11,19.36
2023-08-03,75.48,18.03,52.12,42.38,17.41
2023-08-04,75.58,18.31,51.07,41.75,18.63
2023-08-07,75.67,18.52,49.81,41.24,18.96
2023-08-08,75.67,18.56,49.97,41.14,18.11
2023-08-09,75.68,18.76,48.93,40.67,17.18
2023-08-10,75.45,19.56,46.78,39.02,18.67
2023-08-11,75.34,19.67,46.5,38.83,17.43
2023-08-14,75.3,19.04,48.37,40.03,17.1
2023-08-15,75.31,19.59,47.21,38.92,18.05
2023-08-16,75.22,19.9,46.55,38.22,18.16
2023-08-17,75.32,21.41,43.27,35.47,20.76
2023-08-18,75.2,20.63,45.58,36.82,18.86
2023-08-21,75.24,19.46,48.74,38.95,17.76
2023-08-22,75.26,19.8,47.49,38.33,18.11
2023-08-23,75.31,18.51,51.65,40.88,17.13
2023-08-24,75.29,20.16,46.74,37.42,18.25
2023-08-25,75.26,19.34,48.65,38.96,16.85
2023-08-28,75.29,19.44,48.32,38.79,16.28
2023-08-29,75.55,18.11,51.68,41.45,15.48
2023-08-30,75.58,17.85,53.16,42.05,14.95
2023-08-31,75.58,17.37,54.63,43.22,14.16
2023-09-01,75.37,17.91,53.57,41.96,14.31
2023-09-05,75.3,17.85,54.13,42.14,14.47
2023-09-06,75.23,18.87,50.0,39.74,15.45
2023-09-07,75.33,18.64,50.58,40.32,14.62
2023-09-08,75.23,18.08,52.11,41.5,13.88
2023-09-11,75.27,18.18,50.3,41.31,14.0
2023-09-12,75.22,18.48,48.69,40.55,13.72
2023-09-13,75.38,18.06,49.96,41.53,13.22
2023-09-14,75.28,18.08,49.66,41.43,13.01
2023-09-15,75.21,18.96,46.74,39.45,13.88
2023-09-18,75.2,18.98,47.19,39.41,13.48
2023-09-19,75.22,18.42,48.14,39.76,13.0
2023-09-20,75.0,20.0,43.99,36.52,15.1
2023-09-21,75.07,20.16,44.0,36.14,15.62
2023-09-22,75.08,20.66,43.2,35.31,16.46
2023-09-25,75.1,20.64,43.21,35.36,16.38
2023-09-26,75.1,20.91,42.17,34.8,17.27
2023-09-27,74.92,21.16,41.16,34.39,16.94
2023-09-28,75.22,19.88,43.94,36.56,14.85
2023-09-29,74.8,20.43,43.13,35.64,16.26
2023-10-02,74.85,20.39,43.64,35.72,16.94
2023-10-03,74.74,20.87,42.37,34.78,18.07
2023-10-04,75.01,20.19,43.75,35.89,17.12
2023-10-05,74.78,20.89,42.99,34.7,17.6
2023-10-06,75.04,19.73,45.53,36.59,17.36
2023-10-09,75.09,19.0,47.13,38.04,15.84
2023-10-10,75.14,18.56,47.75,38.95,15.03
2023-10-11,75.06,18.31,48.9,39.5,14.65
2023-10-12,75.1,18.49,48.76,39.08,15.29
2023-10-13,75.03,19.08,46.76,37.86,17.04
2023-10-16,74.81,19.2,46.0,37.53,16.42
2023-10-17,74.72,19.26,46.11,37.45,16.71
2023-10-18,74.65,19.39,46.19,37.14,17.31
2023-10-19,74.79,20.29,44.8,35.51,19.02
2023-10-20,74.81,21.35,41.74,33.67,19.73
2023-10-23,74.97,20.59,43.15,34.9,17.52
2023-10-24,74.9,20.75,44.05,34.65,17.12
2023-10-25,74.86,22.08,42.19,32.39,18.66
2023-10-26,75.06,22.49,40.25,31.62,18.27
2023-10-27,75.04,22.26,40.81,31.98,18.69
2023-10-30,75.0,22.02,41.51,32.33,17.43
2023-10-31,74.73,21.56,42.59,32.99,15.68
2023-11-01,75.2,19.8,46.07,35.79,14.38
2023-11-02,75.4,19.29,46.86,36.74,13.74
2023-11-03,75.39,18.71,48.55,37.82,13.4
2023-11-06,75.34,18.48,49.75,38.33,12.89
2023-11-07,75.37,18.05,51.46,39.2,12.62
2023-11-08,75.4,17.98,51.99,39.36,12.26
2023-11-09,75.32,18.25,52.03,38.77,12.87
2023-11-10,75.15,17.5,54.33,40.27,12.51
2023-11-13,75.54,16.53,56.49,42.49,11.54
2023-11-14,75.58,16.08,57.99,43.66,11.76
2023-11-15,75.68,16.43,57.13,42.75,11.66
2023-11-16,75.7,16.38,57.95,42.86,11.31
2023-11-17,75.66,16.28,58.03,43.17,11.02
2023-11-20,75.76,15.92,59.61,44.1,11.08
2023-11-21,75.84,15.74,60.0,44.6,10.44
2023-11-22,75.74,15.87,59.31,44.23,10.68
2023-11-24,75.76,15.96,59.0,44.0,10.23
2023-11-27,75.87,16.04,58.63,43.8,10.14
2023-11-28,76.21,15.52,60.8,45.23,9.87
2023-11-29,76.17,15.87,60.34,44.3,10.12
2023-11-30,75.97,16.18,59.34,43.48,9.91
2023-12-01,76.15,16.37,58.44,42.9,10.15
2023-12-04,76.18,16.61,57.05,42.29,10.04
2023-12-05,76.35,15.87,60.15,44.3,9.67
2023-12-06,76.26,16.18,58.2,43.44,9.88
2023-12-07,76.17,16.09,59.12,43.62,9.82
2023-12-08,76.05,15.71,60.54,44.65,9.45
2023-12-11,76.11,15.26,61.85,45.96,9.01
2023-12-12,76.2,14.81,64.4,47.39,8.72
2023-12-13,76.8,14.22,65.61,49.26,8.45
2023-12-14,76.83,14.33,64.64,48.89,8.62
2023-12-15,76.72,14.16,65.96,49.47,8.95
2023-12-18,76.7,13.91,66.47,50.39,9.1
2023-12-19,76.93,13.55,66.9,50.46,9.14
2023-12-20,77.01,13.66,66.0,49.87,9.81
2023-12-21,76.88,13.48,66.67,50.63,9.62
2023-12-22,76.84,13.45,66.63,50.66,9.29
2023-12-26,76.87,13.27,67.2,51.37,8.88
2023-12-27,77.03,13.14,67.8,51.92,8.37
2023-12-28,76.95,13.28,67.36,51.36,8.37
2023-12-29,76.87,13.83,63.91,49.29,8.75
2024-01-02,76.65,14.45,59.74,47.14,8.64
2024-01-03,76.76,14.84,58.45,45.88,8.89
2024-01-04,76.7,14.84,58.24,45.86,8.74
2024-01-05,76.7,14.66,58.93,46.39,8.42
2024-01-08,76.78,14.21,61.13,47.69,8.25
2024-01-09,76.88,13.79,62.93,49.19,7.75
2024-01-10,76.84,13.44,65.22,50.43,7.55
2024-01-11,77.18,13.39,65.57,50.69,7.62
2024-01-12,77.16,13.6,65.37,49.87,8.13
2024-01-16,76.89,13.84,64.76,49.05,8.63
2024-01-17,76.91,13.4,67.75,50.68,8.37
2024-01-18,76.81,12.95,70.62,52.31,8.01
2024-01-19,76.91,12.19,75.08,55.47,7.79
2024-01-22,76.89,12.29,75.0,54.99,7.41
2024-01-23,77.0,11.86,77.28,56.95,7.1
2024-01-24,76.94,11.79,79.57,57.24,7.48
2024-01-25,76.93,12.15,76.47,55.66,7.59
2024-01-26,77.0,12.17,75.71,55.6,7.57
2024-01-29,77.09,11.92,77.28,56.71,7.57
2024-01-30,77.19,12.48,73.33,54.11,7.49
2024-01-31,77.2,12.65,71.64,53.31,7.87
2024-02-01,76.81,12.19,71.88,55.2,7.86
2024-02-02,76.71,11.75,76.46,57.17,7.79
2024-02-05,76.71,11.69,76.29,57.39,7.34
2024-02-06,76.76,11.63,76.5,57.67,7.08
2024-02-07,76.72,11.51,78.31,58.36,7.1
2024-02-08,76.6,11.37,79.62,59.02,7.01
2024-02-09,76.68,11.15,81.8,60.18,7.1
2024-02-12,76.47,11.91,74.73,56.17,7.74
2024-02-13,76.39,11.58,77.45,57.82,7.69
2024-02-14,76.64,11.36,78.36,58.86,7.39
2024-02-15,76.4,11.32,78.0,59.12,7.51
2024-02-16,76.57,11.83,74.02,56.55,7.56
2024-02-20,76.58,12.17,70.87,54.92,7.83
2024-02-21,76.44,11.32,77.12,58.78,7.2
2024-02-22,76.43,10.91,80.21,60.81,7.25
2024-02-23,76.45,11.07,78.96,59.94,6.96
2024-02-26,76.41,11.08,78.78,59.93,6.81
2024-02-27,76.43,11.24,77.48,59.02,6.8
2024-02-28,76.49,11.05,78.44,60.1,6.72
2024-02-29,76.35,10.92,80.21,60.75,6.67
2024-03-01,76.44,10.5,83.79,63.12,6.75
2024-03-04,76.55,10.86,81.52,61.01,6.86
2024-03-05,76.7,10.87,80.22,60.73,6.89
2024-03-06,76.66,10.73,81.6,61.54,6.97
2024-03-07,76.79,10.49,83.81,62.94,7.0
2024-03-08,76.76,11.1,78.4,59.35,7.5
2024-03-11,76.66,10.91,81.15,60.3,7.07
2024-03-12,76.55,10.71,83.0,61.39,6.755
2024-03-13,76.51,10.8,81.93,60.88,6.68
2024-03-14,76.41,11.2,77.09,58.69,7.15
2024-03-15,76.38,10.95,79.3,59.95,7.04
2024-03-18,76.38,11.21,77.08,58.55,6.97
2024-03-19,76.45,10.71,79.6,60.09,6.67
2024-03-20,76.58,10.09,84.5,63.78,6.28
2024-03-21,76.7,10.35,82.13,62.28,6.4
2024-03-22,76.67,10.48,80.0,61.49,6.39
2024-03-25,76.61,10.29,81.37,62.57,6.23
2024-03-26,76.65,10.29,81.01,62.6,6.16
2024-03-27,76.72,10.41,80.09,61.91,6.13
2024-03-28,76.44,10.41,80.58,61.89,6.28
2024-04-01,76.27,10.77,78.09,59.84,6.71
2024-04-02,76.29,10.85,77.1,59.41,6.79
2024-04-03,76.53,10.33,81.25,62.36,6.4
2024-04-04,76.34,11.02,76.0,58.37,7.15
2024-04-05,76.25,10.67,77.9,60.28,7.0
2024-04-08,76.29,10.57,78.56,60.8,6.73
2024-04-09,76.06,11.01,75.66,58.26,6.99
2024-04-10,75.87,10.79,76.68,59.54,34.69
2024-04-11,76.03,10.7,77.21,59.86,35.88
2024-04-12,75.89,10.63,77.51,60.2,36.07
2024-04-15,75.82,11.47,72.14,55.62,40.73
2024-04-16,75.86,11.29,72.76,56.54,38.68
2024-04-17,75.79,11.83,68.79,53.89,37.72
2024-04-18,75.81,12.22,65.78,52.2,39.16
2024-04-19,75.87,12.59,63.7,50.45,38.12
2024-04-22,75.9,12.29,64.69,51.67,34.66
2024-04-23,75.96,11.67,68.14,54.32,33.49
2024-04-24,75.85,12.43,65.08,50.87,36.01
2024-04-25,75.93,11.73,68.7,54.03,32.78
2024-04-26,75.98,11.28,70.48,56.1,32.19
2024-04-29,75.93,11.45,69.59,55.28,32.01
2024-04-30,75.79,12.1,64.71,52.07,33.77
2024-05-01,75.78,11.9,65.93,52.93,32.43
2024-05-02,76.29,11.17,71.47,56.29,30.19
2024-05-03,76.28,10.94,72.64,57.4,29.5
2024-05-06,76.25,10.69,74.92,58.72,28.87
2024-05-07,76.24,10.91,72.79,57.51,28.94
2024-05-08,76.25,10.73,73.73,58.49,28.4
2024-05-09,76.26,10.58,75.0,59.36,28.2
2024-05-10,76.24,10.47,76.41,59.92,27.56
2024-05-13,76.26,10.57,75.67,59.39,28.13
2024-05-14,76.47,10.17,79.22,61.68,26.56
2024-05-15,76.51,9.9,83.2,63.34,25.885
2024-05-16,76.44,9.94,82.79,63.11,25.76
2024-05-17,76.38,9.96,81.54,63.01,25.2
2024-05-20,76.43,9.9,83.19,63.38,25.37
2024-05-21,76.37,9.71,85.3,64.67,24.76
2024-05-22,76.34,9.44,88.0,66.5,24.64
2024-05-23,76.26,9.78,83.66,64.23,25.72
2024-05-24,76.28,9.54,86.61,65.85,24.69
2024-05-28,76.21,9.76,83.41,64.22,27.28
2024-05-29,76.19,9.79,81.81,64.17,27.17
2024-05-30,76.34,10.02,79.32,62.62,26.25
2024-05-31,76.23,9.83,80.71,63.79,25.24
2024-06-03,76.37,9.96,79.29,62.97,26.13
2024-06-04,76.5,9.64,81.87,65.1,25.25
2024-06-05,76.53,9.24,85.35,67.71,24.74
2024-06-06,76.38,9.35,84.58,67.08,24.68
2024-06-07,76.27,9.4,83.96,66.64,24.87
2024-06-10,76.31,9.3,84.84,67.3,24.75
2024-06-11,76.62,8.8,93.0,70.99,23.49
2024-06-12,76.68,8.5,98.82,73.49,23.54
2024-06-13,76.76,8.58,98.02,72.95,24.4
2024-06-14,76.67,8.43,100.02,74.24,24.61
2024-06-17,76.66,8.14,104.49,76.82,24.08
2024-06-18,76.67,8.07,105.53,77.44,24.24
2024-06-20,76.77,8.36,100.71,74.77,25.68
2024-06-21,76.73,8.47,97.01,73.79,24.98
2024-06-24,76.7,8.58,94.67,72.8,24.46
2024-06-25,76.64,8.29,97.2,73.54,23.87
2024-06-26,76.66,8.21,96.82,74.35,23.41
2024-06-27,76.72,8.11,98.58,75.27,23.12
2024-06-28,76.39,8.24,97.56,74.07,23.11
2024-07-01,76.48,8.2,97.04,74.32,22.36
2024-07-02,76.53,7.92,100.4,76.98,21.8
2024-07-03,76.7,7.66,105.0,79.55,21.82
2024-07-05,76.81,7.45,106.7,81.86,21.68
2024-07-08,76.77,7.35,109.32,82.95,21.43
2024-07-09,76.84,7.32,109.72,83.37,21.54
2024-07-10,77.0,7.16,112.62,85.04,21.09
2024-07-11,77.11,7.62,104.32,79.44,21.08
2024-07-12,77.19,7.44,107.92,81.56,20.84
2024-07-15,77.17,7.39,107.64,81.95,21.39
2024-07-16,77.17,7.82,98.53,77.32,22.69
2024-07-17,77.18,7.93,96.55,75.8,22.17
2024-07-18,77.14,8.27,92.06,72.75,24.42
2024-07-19,77.11,8.16,92.54,73.66,24.77
2024-07-22,77.13,8.14,94.23,73.76,23.41
2024-07-23,77.23,8.55,90.37,70.19,24.3
2024-07-24,77.19,9.06,82.11,65.5,27.25
2024-07-25,77.35,9.12,82.5,65.02,26.95
2024-07-26,77.4,8.93,84.5,66.28,25.51
2024-07-29,77.41,8.95,82.35,66.29,24.95
2024-07-30,77.5,8.8,82.57,67.09,25.23
2024-07-31,77.44,8.57,84.13,68.55,25.23
2024-08-01,77.92,9.78,69.16,59.48,32.11
2024-08-02,78.38,11.51,55.5,49.18,64.99
2024-08-05,78.02,10.63,64.47,54.29,51.38
2024-08-06,77.86,9.98,68.97,57.58,36.02
2024-08-07,77.72,10.36,64.62,55.47,40.425
2024-08-08,77.87,9.94,67.85,57.46,37.21
2024-08-09,77.8,9.65,69.59,59.18,29.98
2024-08-12,78.04,9.35,73.13,61.1,28.86
2024-08-13,78.03,8.89,78.52,64.0,25.68
2024-08-14,77.83,8.59,81.45,66.23,22.89
2024-08-15,77.95,8.36,84.0,67.55,23.02
2024-08-16,77.93,8.24,85.09,68.66,22.4
2024-08-19,78.02,7.98,88.93,70.92,22.07
2024-08-20,78.17,7.95,88.82,71.16,22.97
2024-08-21,78.12,7.76,91.55,72.85,23.26
2024-08-22,78.13,8.03,86.25,70.22,24.12
2024-08-23,78.33,8.01,87.45,70.35,22.63
2024-08-26,78.2,8.32,83.0,67.71,23.3
2024-08-27,78.29,8.19,85.62,68.75,22.2
2024-08-28,78.24,8.34,82.49,67.44,22.87
2024-08-29,78.26,8.26,82.6,68.04,22.17
2024-08-30,78.12,8.35,80.79,67.29,22.5
2024-09-03,78.18,9.13,69.54,61.0,29.43
2024-09-04,78.44,9.12,69.58,61.2,28.65
2024-09-05,78.45,9.05,70.65,61.67,26.51
2024-09-06,78.52,9.46,67.71,58.53,29.33
2024-09-09,78.58,9.25,69.77,59.83,26.93
2024-09-10,78.6,9.05,72.18,61.14,26.02
2024-09-11,78.67,8.53,78.63,64.69,25.31
2024-09-12,78.76,8.33,80.99,66.2,24.82
2024-09-13,78.77,8.3,80.0,66.42,24.66
2024-09-16,78.7,8.14,83.12,67.71,24.73
2024-09-17,78.7,8.22,80.91,67.0,25.43
2024-09-18,78.68,7.81,84.32,70.26,23.85
2024-09-19,78.69,7.82,84.02,70.15,23.89
2024-09-20,78.74,7.76,83.95,70.59,23.17
2024-09-23,78.77,7.7,84.73,71.29,23.39
2024-09-24,78.82,7.53,84.71,71.24,23.84
2024-09-25,78.74,7.14,90.97,74.96,23.87
2024-09-26,78.72,7.29,89.75,73.64,24.12
2024-09-27,78.76,7.5,85.57,71.46,26.0
2024-09-30,78.54,7.42,86.77,72.31,24.98
2024-10-01,78.5,7.77,81.01,68.94,27.93
2024-10-02,78.48,7.79,82.2,68.71,28.22
2024-10-03,78.27,7.42,87.1,72.0,28.06
2024-10-04,77.89,7.52,85.62,71.08,28.17
2024-10-07,77.85,7.57,86.45,70.64,29.5
2024-10-08,77.9,7.35,89.75,72.54,28.92
2024-10-09,77.88,7.27,90.63,73.34,28.34
2024-10-10,77.98,7.29,91.84,73.2,28.8
2024-10-11,77.9,7.08,94.43,75.43,27.61
2024-10-14,78.07,6.99,96.66,76.36,25.98
2024-10-15,78.07,7.27,90.89,73.26,27.85
2024-10-16,77.98,7.03,94.72,75.55,27.17
2024-10-17,78.05,7.16,93.57,74.4,26.61
2024-10-18,77.94,7.19,91.44,74.15,26.23
2024-10-21,77.86,7.22,92.19,73.82,26.57
2024-10-22,77.77,7.18,92.44,74.19,26.37
2024-10-23,77.8,7.23,90.48,73.4,26.94
2024-10-24,77.84,7.12,91.63,74.69,26.67
2024-10-25,77.78,6.98,93.11,76.17,27.2
2024-10-28,77.64,7.09,92.08,74.89,27.08
2024-10-29,77.77,6.95,92.47,76.56,27.18
2024-10-30,77.62,7.24,87.54,73.24,28.82
2024-10-31,77.47,7.54,82.04,70.1,29.72
2024-11-01,77.49,7.49,83.71,70.64,29.68
2024-11-04,77.44,7.45,84.04,70.95,27.58
2024-11-05,77.24,6.85,91.79,76.81,22.0
2024-11-06,77.38,32.69,96.04,80.1,21.61
2024-11-07,77.49,31.84,98.8,82.23,21.11
2024-11-08,77.34,31.38,98.65,83.38,20.58
2024-11-11,77.27,31.75,96.69,82.47,20.95
2024-11-12,77.34,31.99,96.73,81.85,20.52
2024-11-13,77.37,32.07,96.79,81.56,19.85
2024-11-14,77.21,33.82,91.74,77.27,20.43
2024-11-15,77.33,34.78,88.27,74.87,21.84
2024-11-18,77.43,34.93,87.41,74.53,22.72
2024-11-19,77.35,33.77,91.2,77.12,21.96
2024-11-20,77.36,33.15,93.32,78.5,22.1
2024-11-21,77.38,33.55,93.01,77.62,22.61
2024-11-22,77.49,32.49,95.63,80.12,20.48
2024-11-25,77.53,32.83,94.92,79.32,20.29
2024-11-26,77.65,32.87,93.03,79.29,20.04
2024-11-27,77.73,33.34,91.56,78.14,19.55
2024-11-29,77.78,32.36,93.56,80.46,19.26
2024-12-02,77.6,31.79,95.0,81.83,19.3
2024-12-03,77.51,30.66,100.58,84.88,18.56
2024-12-04,77.59,30.12,102.0,86.24,19.21
2024-12-05,77.77,30.31,101.4,85.8,18.61
2024-12-06,77.71,29.77,101.1,87.25,18.64
2024-12-09,77.64,30.13,98.85,86.19,19.08
2024-12-10,77.72,29.89,98.12,86.81,18.52
2024-12-11,77.63,29.37,97.81,88.15,19.01
2024-12-12,77.55,28.95,100.69,89.39,18.75
2024-12-13,77.5,28.53,99.56,90.67,18.96
2024-12-16,77.44,27.98,99.88,92.32,20.0
2024-12-17,77.48,28.21,101.36,91.66,20.03
2024-12-18,77.21,30.28,93.14,84.25,23.3
2024-12-19,77.35,32.29,88.88,79.05,28.37
2024-12-20,77.31,29.67,95.54,83.5,21.84
2024-12-23,76.97,28.81,98.55,85.98,19.7
2024-12-24,76.98,28.2,99.8,87.62,18.95
2024-12-26,77.1,28.61,99.03,86.35,19.15
2024-12-27,77.17,30.38,92.5,81.13,21.7
2024-12-30,77.27,30.11,93.7,81.86,20.01
2024-12-31,77.27,30.64,92.57,80.44,20.26
2025-01-02,77.34,30.79,91.24,79.96,20.87
2025-01-03,77.19,28.91,97.4,84.95,19.49
2025-01-06,77.23,28.63,99.0,85.78,19.2
2025-01-07,77.19,30.41,92.4,80.48,21.56
2025-01-08,77.12,31.09,88.82,78.77,22.26
2025-01-10,76.98,33.01,81.49,74.07,24.31
2025-01-13,77.01,31.51,85.78,77.5,21.81
2025-01-14,77.26,30.73,87.83,79.37,20.1
2025-01-15,77.2,29.67,91.62,82.01,19.07
2025-01-16,77.35,28.99,92.2,83.67,18.66
2025-01-17,77.39,28.74,92.38,84.5,18.71
2025-01-21,77.38,27.94,97.09,86.85,18.04
2025-01-22,77.32,28.01,97.72,86.48,18.47
2025-01-23,77.35,27.45,101.0,88.41,17.86
2025-01-24,77.56,30.9,84.56,77.54,21.11
2025-01-27,77.52,30.21,84.65,79.61,19.29
2025-01-28,77.6,28.94,88.82,82.95,18.57
2025-01-29,77.59,28.73,86.52,83.47,18.17
2025-01-30,77.64,28.27,89.93,84.85,18.12
2025-01-31,77.35,30.57,80.32,78.39,21.4
2025-02-03,77.28,29.66,83.44,80.88,19.57
2025-02-04,77.48,29.12,86.37,82.29,19.14
2025-02-05,77.46,28.22,89.57,84.91,18.25
2025-02-06,77.42,27.83,91.02,86.21,18.13
2025-02-07,77.38,28.23,89.86,84.69,18.66
2025-02-10,77.33,28.44,90.16,84.04,18.74
2025-02-11,77.19,29.01,87.96,82.31,19.18
2025-02-12,77.35,27.83,91.72,85.94,18.36
2025-02-13,77.43,26.89,94.78,88.79,17.97
2025-02-14,77.51,26.36,97.29,90.55,17.72
2025-02-18,77.4,26.55,98.11,89.96,17.98
