Date,ALTY,BIL,BND,BOXX,BSV,BTAL,CLSE,CTA,FTLS,FXE,KMLM,NVDA,NVDX,PSQ,QAI,QLD,QQQ,ROM,SGOV,SH,SHV,SOXL,SPUU,SPXL,SPXS,SPY,SQQQ,SSO,SVIX,SVXY,TBF,TECL,TLT,TMF,TMV,TQQQ,UDN,UPRO,USDU,UST,UUP,VBF,VIXM,VIXY,VTI,VXX,XLK,XLP
2024-01-29,11.43,91.77,73.15,105.57,77.09,17.84,18.18,23.97,58.82,100.27,28.65,62.872,52.45,9.13,30.15,82.12,427.14,58.74,100.7,12.66,110.56,34.51,109.35,112.92,10.62,490.52,11.92,68.85,39.82,106.89,23.01,77.28,95.5,57.15,33.12,56.71,18.1,59.43,25.71,44.64,27.76,15.51,15.62,14.48,244.07,14.54,203.53,72.94
2024-01-30,11.4,91.78,73.42,105.57,77.19,18.26,18.33,23.86,58.33,100.42,28.65,61.4127,49.83,9.27,30.06,79.7,420.75,56.63,100.71,12.71,110.57,31.84,108.43,111.49,10.77,488.65,12.48,68.3,40.0,107.16,22.84,73.33,96.26,58.48,32.37,54.11,18.14,58.7,25.68,45.269,27.71,15.6,15.75,14.4,242.84,14.43,200.0,73.5
2024-01-31,11.37,91.42,73.55,105.61,77.2,18.31,18.16,23.59,58.05,99.78,28.66,62.0724,51.03,9.32,30.09,78.84,418.73,55.85,100.32,12.82,110.17,32.28,106.65,108.58,11.03,484.6,12.65,67.12,38.65,105.43,22.5,71.64,97.42,61.18,30.92,53.31,18.11,57.17,25.75,45.71,27.81,15.73,15.97,14.87,240.9,14.92,198.47,72.95
2024-02-01,11.35,91.44,73.03,105.59,76.81,18.75,18.27,23.94,58.2,99.66,28.79,63.9455,54.06,9.21,30.02,80.74,423.77,56.2,100.32,12.7,110.15,32.35,108.78,111.95,10.7,489.62,12.19,68.49,38.39,105.17,22.75,71.88,96.28,58.89,31.93,55.2,18.07,58.9,25.8,44.79,27.88,15.74,16.01,14.87,242.96,14.94,198.81,74.19
2024-02-02,11.3,91.45,72.58,105.66,76.71,18.45,18.56,24.35,58.55,99.12,28.54,68.1947,61.26,9.09,29.88,82.69,428.91,58.42,100.34,12.59,110.16,34.6,110.6,114.63,10.43,493.65,11.75,69.62,38.69,105.77,23.14,76.46,94.65,55.88,33.61,57.17,17.95,60.34,25.93,44.1,28.06,15.6,16.03,14.78,244.83,14.86,203.06,74.19
2024-02-05,11.22,91.46,72.53,105.65,76.71,18.55,18.54,24.39,58.85,99.09,28.72,69.599,63.76,9.08,29.84,82.86,429.59,58.21,100.35,12.6,110.17,35.37,110.5,114.47,10.46,493.5,11.69,69.53,40.01,107.73,23.26,76.29,94.24,55.07,33.96,57.39,17.95,60.26,25.96,43.91,28.1,15.78,15.71,14.2,244.48,14.27,202.86,73.71
2024-02-06,11.26,91.48,72.65,105.63,76.76,18.35,18.34,24.47,58.73,99.4,28.72,68.2886,61.17,9.07,30.08,83.17,430.34,58.32,100.37,12.54,110.2,34.5,111.67,116.36,10.28,496.24,11.63,70.32,40.95,109.155,23.2,76.5,94.57,55.61,33.64,57.67,18.03,61.24,25.86,44.13,28.0,16.17,15.59,13.87,246.0,13.92,203.19,74.19
2024-02-07,11.23,91.52,72.5,105.68,76.72,18.41,18.64,24.33,59.06,99.3,28.78,70.0428,64.38,9.04,30.14,83.8,432.24,59.19,100.4,12.5,110.24,35.72,112.38,117.53,10.19,498.1,11.51,70.78,40.76,108.88,23.32,78.31,94.01,54.63,34.23,58.36,17.96,61.86,25.93,43.87,28.06,16.11,15.68,13.9,246.81,13.96,204.79,73.69
2024-02-08,11.25,91.52,72.33,105.69,76.6,18.12,18.56,24.41,59.4,99.45,29.15,70.5016,65.17,9.0,30.12,84.48,433.95,59.99,100.42,12.48,110.26,37.79,112.79,118.0,10.14,498.85,11.37,71.01,41.06,109.4,23.4,79.62,93.78,54.09,34.63,59.02,17.95,62.13,25.92,43.59,28.02,15.9,15.58,13.8,247.75,13.86,205.94,73.6
2024-02-09,11.2,91.54,72.45,105.73,76.68,18.08,18.91,24.6,59.65,99.39,29.29,72.5677,69.29,8.95,30.17,85.6,436.89,61.0,100.44,12.43,110.27,39.41,113.78,119.65,10.0,501.2,11.15,71.65,40.98,109.18,23.36,81.8,93.89,54.38,34.43,60.18,17.95,62.96,25.91,43.69,28.03,15.9,15.74,13.88,249.04,13.93,207.89,73.19
2024-02-12,11.24,91.54,71.98,105.76,76.47,18.35,18.56,24.9,58.93,99.05,29.41,70.3687,64.56,9.15,30.08,81.81,427.28,57.55,100.45,12.6,110.27,35.61,110.74,114.82,10.41,494.57,11.91,69.73,39.0,105.98,23.63,74.73,92.86,52.51,35.59,56.17,17.89,60.4,26.03,43.09,28.18,15.83,16.25,14.74,245.61,14.79,201.79,73.58
2024-02-13,11.18,91.56,71.83,105.77,76.39,18.29,18.7,25.2,59.35,98.91,29.08,73.1694,70.0,9.06,30.22,83.35,431.21,58.92,100.47,12.54,110.28,38.17,111.73,116.34,10.26,496.7,11.58,70.34,38.16,105.83,23.76,77.45,92.31,51.51,36.25,57.82,17.86,61.24,26.05,42.815,28.22,15.88,16.12,14.67,246.87,14.75,204.27,72.78
2024-02-14,11.19,91.62,72.31,105.79,76.64,17.99,18.97,25.04,59.5,99.47,29.58,73.8361,71.22,9.02,30.26,84.35,433.99,59.21,100.53,12.49,110.35,39.97,112.86,117.99,10.12,499.32,11.36,70.98,39.01,107.16,23.47,78.36,93.59,53.6,34.81,58.86,17.92,62.06,26.0,43.35,28.11,15.82,16.05,14.31,248.34,14.4,205.15,72.99
2024-02-15,11.27,91.62,71.9,105.84,76.4,18.0,19.195,25.3,59.48,99.24,29.36,74.067,71.43,8.99,30.26,84.68,434.96,59.27,100.54,12.44,110.34,39.84,113.89,119.61,10.0,501.64,11.32,71.69,38.98,106.61,23.76,78.0,92.47,51.72,36.1,59.12,17.9,62.94,26.08,42.81,28.18,16.0,16.13,14.45,249.61,14.51,205.0,73.1
2024-02-16,11.25,91.65,72.12,105.85,76.57,18.18,18.94,25.14,59.0,100.06,29.31,71.915,67.34,9.13,30.27,82.21,428.48,57.41,100.55,12.55,110.37,37.19,112.06,116.67,10.25,497.69,11.83,70.53,38.73,106.36,23.71,74.02,92.81,52.25,35.76,56.55,18.02,61.42,25.9,43.07,28.0,15.95,16.14,14.55,247.55,14.62,201.38,73.8
2024-02-20,11.19,91.65,72.16,105.92,76.58,18.65,18.87,24.79,58.79,99.85,29.09,67.9758,60.09,9.23,30.31,80.64,424.42,55.62,100.57,12.6,110.38,35.09,111.01,115.03,10.4,495.5,12.17,69.85,37.51,105.0,23.7,70.87,92.85,52.29,35.72,54.92,18.04,60.51,25.96,43.1,28.04,16.04,16.28,14.88,246.05,14.96,198.57,74.19
2024-02-21,11.32,91.7,71.93,105.96,76.44,18.32,19.07,25.21,59.5,99.88,29.16,74.9916,72.62,9.01,30.26,84.37,434.62,58.78,100.6,12.39,110.43,40.35,114.85,120.91,9.87,503.94,11.32,72.22,39.39,107.93,23.81,77.12,92.33,51.41,36.4,58.78,18.05,63.61,25.99,42.67,28.06,16.03,15.73,14.07,249.96,14.18,204.4,73.99
2024-02-22,11.32,91.7,71.97,106.02,76.43,18.32,19.25,25.33,60.06,100.11,29.2,80.7541,83.14,8.91,30.35,86.35,439.58,60.3,100.63,12.27,110.44,42.0,117.16,124.63,9.56,509.23,10.91,73.72,39.4,107.7,23.77,80.21,92.77,52.05,35.89,60.81,18.03,65.56,26.0,42.7,28.01,15.91,15.83,14.15,252.46,14.21,207.22,74.59
2024-02-23,11.44,91.71,72.2,106.0,76.45,18.52,19.52,25.47,60.26,100.25,29.38,79.6645,80.77,8.95,30.31,85.5,437.57,59.94,100.64,12.29,110.45,41.25,116.72,123.83,9.63,508.33,11.07,73.43,40.6,109.3,23.41,78.96,94.01,54.12,34.47,59.94,18.04,65.17,25.97,43.05,27.99,15.86,15.66,13.77,252.02,13.81,206.19,74.8
2024-02-26,11.32,91.73,72.02,106.01,76.41,18.34,19.59,25.33,60.26,100.22,29.35,79.3457,79.92,8.96,30.37,85.56,437.5,59.66,100.66,12.33,110.46,41.81,115.97,122.69,9.71,506.7,11.08,72.96,41.0,109.97,23.63,78.78,93.24,52.8,35.38,59.93,18.065,64.55,25.98,42.78,28.01,15.76,15.56,13.59,251.79,13.62,206.05,74.41
2024-02-27,11.3,91.74,72.0,106.01,76.43,18.25,19.4437,25.42,60.03,100.08,29.23,77.5855,76.33,9.0,30.42,84.68,435.47,59.03,100.66,12.36,110.47,39.7,115.31,121.68,9.8,505.35,11.24,72.54,41.23,110.09,23.7,77.48,93.1,52.5,35.53,59.02,18.0,63.99,25.92,42.92,28.05,15.61,15.62,13.59,251.1,13.62,204.99,74.44
2024-02-28,11.39,91.78,72.19,106.03,76.49,18.14,19.5,25.24,60.05,100.22,29.11,79.0588,79.11,8.94,30.47,85.7,438.19,59.64,100.7,12.31,110.52,41.16,116.5,123.55,9.65,507.99,11.05,73.32,41.32,110.5,23.5,78.44,93.84,53.77,34.71,60.1,18.04,64.98,25.97,43.12,28.0,15.68,15.55,13.46,252.68,13.5,205.79,74.8
2024-02-29,11.35,91.45,71.95,106.07,76.35,17.93,19.65,25.11,60.33,99.87,29.39,79.9644,81.46,8.92,30.44,86.34,439.86,60.46,100.32,12.3,110.11,44.37,116.9,124.16,9.61,508.95,10.92,73.53,41.62,110.79,23.52,80.21,93.49,53.56,34.85,60.75,18.0,65.29,26.09,43.01,28.11,15.64,15.57,13.37,253.04,13.43,207.51,74.25
2024-03-01,11.47,91.46,72.13,106.1,76.44,17.95,19.96,24.8,60.64,100.18,29.31,84.0926,89.89,8.81,30.5,88.56,445.58,62.02,100.33,12.22,110.12,49.93,118.28,126.38,9.44,512.06,10.5,74.42,41.48,110.31,23.45,83.79,93.7,53.92,34.56,63.12,18.04,66.42,26.0,43.18,28.04,15.44,15.66,13.45,254.78,13.54,210.46,74.17
2024-03-04,11.26,91.46,72.46,106.1,76.55,18.25,19.94,24.62,60.35,100.07,29.52,85.2361,91.75,8.91,30.49,86.66,440.7,61.17,100.35,12.26,110.14,48.0,117.43,124.99,9.55,510.3,10.86,73.88,40.71,109.71,23.07,81.52,95.22,56.6,32.93,61.01,18.04,65.71,25.96,43.76,28.03,15.41,15.86,13.64,253.68,13.7,208.68,74.84
2024-03-05,11.4,91.49,72.62,106.1,76.7,18.2,20.03,24.48,60.58,100.48,29.25,87.987,98.0,8.91,30.63,86.37,440.25,60.58,100.36,12.25,110.15,49.79,117.56,125.09,9.52,510.54,10.87,73.94,40.57,109.47,23.01,80.22,95.5,57.05,32.66,60.73,18.15,65.79,25.93,44.07,27.95,15.4,15.84,13.7,253.87,13.8,207.73,75.05
2024-03-06,11.38,91.53,72.84,106.16,76.66,18.18,20.03,24.68,60.69,100.62,29.05,90.1221,102.81,8.87,30.66,87.17,442.43,61.26,100.41,12.21,110.2,52.15,118.73,126.88,9.4,513.04,10.73,74.64,40.18,109.115,22.83,81.6,96.37,58.59,31.8,61.54,18.2,66.69,25.86,44.26,27.86,15.34,15.93,13.805,255.0,13.88,208.98,75.64
2024-03-07,11.31,91.54,72.91,106.17,76.79,17.79,20.22,24.54,61.0,101.14,29.05,95.1002,114.5,8.8,30.72,88.48,445.76,62.38,100.43,12.15,110.23,56.02,119.74,128.57,9.27,515.5,10.49,75.32,40.22,108.9,22.99,83.81,95.8,57.51,32.4,62.94,18.34,67.62,25.7,44.42,27.71,15.31,16.06,13.84,256.42,13.91,210.86,75.25
2024-03-08,11.35,91.56,72.71,106.16,76.66,18.1,19.78,24.59,60.46,100.81,28.98,88.014,97.15,8.93,30.59,86.01,439.75,61.13,100.45,12.21,110.24,48.44,118.75,126.92,9.38,513.41,10.91,74.67,39.69,108.71,23.15,81.15,95.06,56.1,33.26,60.3,18.23,66.74,25.79,43.98,27.85,15.4,16.13,13.93,254.99,13.98,208.77,75.74
2024-03-12,11.41,91.57,72.54,106.15,76.55,18.25,20.0,25.01,60.84,100.89,29.17,91.0188,103.4,8.88,30.71,87.11,442.63,61.96,100.46,12.13,110.25,47.87,120.43,129.55,9.18,517.09,10.71,75.72,40.82,110.17,23.3,83.0,94.51,55.15,33.82,61.39,18.24,68.12,25.8,43.61,27.81,15.51,16.07,13.51,256.57,13.57,210.38,75.95
2024-03-13,11.37,91.61,72.3,106.19,76.51,18.24,20.16,25.25,61.0,100.83,29.29,89.5414,99.99,8.9,30.67,86.64,441.46,61.44,100.5,12.13,110.29,45.58,120.21,129.31,9.21,516.96,10.8,75.64,41.28,110.71,23.48,81.93,93.75,53.79,34.71,60.88,18.25,68.02,25.79,43.31,27.86,15.57,16.03,13.4,256.69,13.47,209.62,76.1
2024-03-14,11.36,91.63,72.03,106.25,76.41,18.53,19.99,25.5,60.66,100.51,29.7,86.8954,93.86,9.02,30.64,84.52,436.18,59.08,100.52,12.26,110.31,41.66,117.88,125.47,9.49,510.22,11.2,74.12,39.62,108.01,23.7,77.09,93.06,52.52,35.43,58.69,18.13,65.97,25.89,42.85,27.99,15.64,16.43,14.04,253.6,14.15,205.78,75.2
2024-03-15,11.38,91.64,72.01,106.26,76.38,18.65,20.28,25.72,60.77,100.58,29.65,90.352,102.18,8.95,30.61,85.7,438.72,60.17,100.54,12.17,110.32,44.83,119.54,128.11,9.3,514.04,10.95,75.2,39.83,108.7,23.79,79.3,92.73,51.96,35.85,59.95,18.155,67.36,25.91,42.82,27.99,15.71,16.37,13.9,255.58,13.97,207.09,74.89
2024-03-18,11.38,91.65,72.05,106.26,76.38,18.79,20.06,25.55,60.43,100.26,29.85,86.6655,93.22,9.03,30.65,84.41,435.53,59.03,100.55,12.23,110.33,40.64,118.38,126.31,9.27,512.14,11.21,74.65,39.91,109.15,23.76,77.08,92.85,51.81,35.21,58.55,18.09,66.67,26.08,42.8,28.12,15.7,16.27,13.8,254.43,13.87,205.29,75.56
2024-03-19,11.37,91.66,72.17,106.28,76.45,18.55,20.25,25.36,60.94,100.14,29.98,89.7613,99.89,8.82,30.82,86.03,439.89,60.1,100.56,11.99,110.35,41.59,120.08,129.02,9.06,515.8,10.71,75.54,41.09,110.65,23.53,79.6,93.15,52.22,34.93,60.09,18.05,67.94,26.07,42.67,28.19,15.73,16.11,13.43,256.46,13.5,207.53,75.85
2024-03-20,11.5,91.7,72.4,106.315,76.58,18.13,20.555,25.21,61.65,100.7,29.71,92.2633,106.0,8.64,30.85,89.59,448.92,62.95,100.6,11.82,110.41,47.65,123.57,134.69,8.68,523.33,10.09,77.74,42.4,112.5,23.51,84.5,93.28,52.43,34.81,63.78,18.12,70.9,26.0,42.8,28.08,15.8,15.74,12.94,260.65,13.0,211.93,76.01
2024-03-21,11.55,91.71,72.61,106.37,76.7,18.04,20.61,25.0,61.39,100.04,29.72,91.1047,103.13,8.72,30.77,88.15,445.33,61.7,100.63,11.86,110.43,45.66,122.97,133.49,8.75,522.12,10.35,77.34,42.2,111.96,23.27,82.13,94.18,53.99,33.79,62.28,18.05,70.33,26.13,43.17,28.26,15.78,15.94,13.06,259.19,13.13,209.87,76.01
2024-03-22,11.46,91.74,72.49,106.35,76.67,18.18,20.63,24.73,61.21,100.06,29.81,93.9036,109.58,8.76,30.32,87.41,443.42,60.59,100.64,11.91,110.45,44.46,121.87,131.76,8.89,519.81,10.48,76.64,42.07,112.12,23.38,80.0,93.75,53.15,34.34,61.49,18.0,69.39,26.13,43.03,28.26,15.69,16.0,13.08,258.1,13.14,207.92,75.64
2024-03-25,11.51,91.74,72.44,106.37,76.61,18.04,20.7,25.08,61.49,100.32,29.82,95.8129,114.14,8.7,30.72,88.51,446.16,61.34,100.65,11.89,110.46,46.82,122.52,132.87,8.8,521.22,10.29,77.05,42.61,113.0,23.45,81.37,93.52,52.79,34.58,62.57,18.02,69.94,26.13,42.75,28.22,15.73,15.835,12.87,258.8,12.94,209.27,75.52
2024-03-26,11.5,91.79,72.57,106.42,76.65,18.11,20.71,25.06,61.49,99.93,29.77,93.0749,107.12,8.71,30.72,88.5,446.44,61.06,100.71,11.89,110.52,46.23,122.73,132.88,8.81,521.67,10.29,77.15,43.1,113.5,23.34,81.01,93.99,53.51,34.12,62.6,17.98,70.03,26.17,43.1,28.3,15.71,15.76,12.76,259.13,12.84,208.97,75.85
2024-03-27,11.52,91.8,72.64,106.49,76.72,18.08,20.37,25.05,61.47,99.83,30.0,89.9642,100.24,8.75,30.46,87.83,444.78,61.02,100.72,11.86,110.53,46.38,123.32,134.11,8.73,523.22,10.41,77.57,43.11,113.82,23.22,80.09,94.5,54.31,33.59,61.91,17.98,70.59,26.17,43.09,28.32,15.75,15.69,12.73,259.8,12.8,208.23,76.49
2024-03-28,11.65,91.42,72.17,106.46,76.44,17.99,20.45,25.0,61.64,99.44,29.9,90.2631,101.07,8.74,30.94,87.85,444.87,61.0,100.3,11.85,110.07,46.78,123.57,134.54,8.71,523.81,10.41,77.73,42.8,112.79,23.4,80.58,93.3,52.78,34.56,61.89,17.95,70.82,26.19,42.98,28.38,15.7,15.85,12.92,260.32,13.0,208.71,76.35
2024-04-01,11.48,91.43,71.68,106.5,76.27,18.41,20.4,25.5,60.98,99.27,30.26,88.4128,96.5,8.84,30.77,85.92,440.0,59.54,100.31,11.98,110.07,45.83,120.97,130.16,9.0,518.24,10.77,76.04,40.6,110.47,23.88,78.09,91.6,49.87,36.53,59.84,17.9,68.51,26.26,42.12,28.46,15.75,16.13,13.5,257.5,13.59,206.53,75.72
2024-04-02,11.42,91.45,71.65,106.53,76.29,18.37,20.59,25.45,61.21,99.53,30.49,88.4488,96.57,8.88,30.86,85.49,438.96,59.1,100.32,12.0,110.1,44.3,120.71,129.74,9.04,517.76,10.85,75.88,40.28,110.06,23.97,77.1,91.26,49.35,36.9,59.41,17.92,68.31,26.26,41.99,28.41,15.6,16.13,13.57,256.73,13.66,205.8,75.33
2024-04-03,11.44,91.48,72.06,106.525,76.53,18.14,20.78,25.35,61.72,100.29,30.59,90.37,100.75,8.73,30.87,88.31,446.42,61.22,100.36,11.87,110.14,48.07,123.36,134.0,8.74,523.5,10.33,77.57,41.7,112.13,23.63,81.25,92.65,51.53,35.31,62.36,18.05,70.52,26.09,42.42,28.23,15.76,15.79,13.09,259.65,13.16,209.37,74.86
2024-04-04,11.47,91.5,71.78,106.57,76.34,18.28,20.63,25.52,60.84,99.68,30.36,86.8314,92.72,8.93,30.71,84.54,436.84,58.87,100.39,12.09,110.17,42.7,119.04,127.06,9.22,514.48,11.02,74.88,38.8,107.77,23.89,76.0,91.71,49.89,36.44,58.37,18.01,66.9,26.24,42.18,28.41,15.59,16.26,14.09,255.11,14.2,205.0,74.15
2024-04-05,11.35,91.52,71.62,106.57,76.25,18.36,20.91,25.75,61.37,100.06,30.36,88.6647,96.82,8.83,30.78,86.32,441.46,59.66,100.4,11.97,110.18,44.52,121.25,130.48,8.97,519.14,10.67,76.2,39.36,108.73,24.02,77.9,91.22,49.14,37.06,60.28,18.01,68.7,26.16,41.88,28.33,15.62,16.25,13.9,257.8,13.99,206.55,74.2
2024-04-08,11.37,91.52,71.82,106.585,76.29,18.26,20.86,25.75,61.36,100.46,30.48,87.4072,93.81,8.8,30.84,86.89,443.05,59.94,100.41,11.94,110.18,45.39,121.85,131.48,8.9,520.48,10.57,76.62,40.11,110.24,23.84,78.56,91.86,50.13,36.29,60.8,18.07,69.21,26.08,42.0,28.23,15.53,16.06,13.56,258.35,13.64,207.27,74.44
2024-04-09,11.34,91.53,71.38,106.59,76.06,18.1,20.29,26.1,60.93,99.46,30.44,83.8926,86.35,44.61,30.81,84.56,436.84,58.2,100.42,12.11,110.19,43.18,118.25,126.18,9.27,513.51,11.01,74.53,39.2,108.68,24.03,75.66,91.21,49.01,37.04,58.26,17.97,66.38,26.23,41.47,28.49,15.5,16.22,13.91,254.72,13.94,204.89,74.0
2024-04-10,11.38,91.58,71.19,106.6,75.87,18.36,20.59,26.42,61.06,99.3,30.76,87.3852,93.7,44.3,30.85,85.79,440.12,58.93,100.46,12.07,110.22,43.63,119.54,127.65,9.16,515.67,10.79,75.13,39.5,54.58,24.26,76.68,90.39,47.64,38.03,59.54,17.88,67.2,26.29,41.11,28.56,15.42,16.26,13.82,255.75,13.95,205.62,74.67
2024-04-11,11.34,91.58,71.26,106.65,76.03,18.29,20.58,26.69,60.83,98.2,31.05,89.6633,98.54,44.21,30.7,86.07,441.12,59.26,100.48,12.1,110.25,43.23,118.89,126.56,9.23,514.45,10.7,74.71,38.61,53.87,24.2,77.21,90.63,47.97,37.75,59.86,17.78,66.62,26.54,41.3,28.82,15.41,16.49,14.17,255.27,14.2,206.31,73.83
2024-04-12,11.13,91.59,70.85,106.7,75.89,18.37,20.51,26.75,60.87,98.31,31.26,89.0625,97.5,44.13,30.77,86.41,442.07,59.41,100.49,12.08,110.26,42.93,119.18,127.0,9.19,515.03,10.63,74.89,38.01,53.34,24.59,77.51,89.26,45.76,39.53,60.2,17.75,66.87,26.58,40.68,28.85,15.28,16.45,14.26,255.0,14.35,206.68,73.83
2024-04-15,10.95,91.62,70.52,106.69,75.82,18.82,20.38,26.83,59.93,98.19,31.35,86.3986,91.23,45.25,30.46,82.06,430.77,56.82,100.51,12.33,110.26,39.71,114.4,119.53,9.76,504.95,11.47,71.92,35.3,51.43,24.9,72.14,88.07,43.94,41.14,55.62,17.69,62.92,26.66,40.31,28.89,15.14,17.02,15.45,249.89,15.49,201.96,73.23
2024-04-16,11.03,91.63,70.77,106.7,75.86,18.84,20.46,26.9,60.16,98.34,31.21,88.3048,94.95,45.05,30.53,82.86,432.96,56.99,100.53,12.3,110.28,40.57,114.94,120.26,9.7,506.09,11.29,72.25,36.22,52.31,24.69,72.76,88.87,45.17,40.01,56.54,17.69,63.3,26.64,40.56,28.88,15.17,16.46,14.95,250.44,15.0,202.5,73.52
2024-04-17,11.05,91.66,70.88,106.74,75.79,18.96,20.16,26.92,59.71,98.48,31.06,84.9362,87.56,45.77,30.46,80.27,426.43,55.25,100.57,12.41,110.33,36.0,113.05,117.22,9.96,501.99,11.83,71.03,36.83,52.71,24.6,68.79,89.24,45.67,39.54,53.89,17.75,61.74,26.66,40.73,28.84,15.23,16.37,14.68,248.32,14.73,198.79,73.62
2024-04-18,10.97,91.68,70.85,106.76,75.81,19.08,20.1,27.12,59.5,98.57,31.24,83.1169,84.12,46.25,30.34,78.68,422.12,53.45,100.59,12.48,110.34,33.96,111.79,115.37,10.12,499.37,12.22,70.31,36.08,52.07,24.58,65.78,89.39,45.82,39.36,52.2,17.73,60.75,26.65,40.82,28.84,15.39,16.52,15.05,247.07,15.03,196.0,73.69
2024-04-19,11.2,91.7,70.76,106.8,75.87,19.2,19.79,27.11,59.36,98.18,31.1,78.0729,73.18,46.79,30.4,76.77,417.46,52.26,100.6,12.52,110.37,31.59,111.04,114.21,10.2,497.88,12.59,69.84,36.37,52.53,24.75,63.7,88.67,44.74,40.37,50.45,17.68,60.13,26.71,40.51,28.97,15.39,16.32,14.77,246.59,14.87,194.01,74.59
2024-04-22,11.25,91.71,70.78,106.81,75.9,19.1,20.085,27.17,59.7,98.54,30.76,80.7369,78.1,46.39,30.52,78.1,420.92,52.87,100.61,12.42,110.38,32.9,112.76,116.88,9.97,501.8,12.29,70.96,38.52,54.1,24.75,64.69,88.73,44.83,40.34,51.67,17.74,61.56,26.7,40.55,28.88,15.49,15.74,13.89,248.57,14.0,195.06,75.27
2024-04-23,11.22,91.71,70.84,106.81,75.96,18.91,20.28,27.15,60.16,98.87,30.69,83.9166,84.27,45.6,30.43,80.83,428.13,54.61,100.63,12.31,110.39,37.0,115.0,120.22,9.68,506.55,11.67,72.3,39.34,54.73,24.81,68.14,88.59,44.56,40.56,54.32,17.83,63.3,26.63,40.56,28.81,15.49,15.62,13.57,251.21,13.64,198.59,74.84
2024-04-24,11.06,91.76,70.45,106.83,75.85,19.16,19.88,27.51,59.18,98.75,31.06,78.8366,73.88,46.61,30.41,77.41,419.02,53.02,100.67,12.51,110.44,35.07,111.51,114.79,10.14,499.2,12.43,70.12,37.43,53.27,25.16,65.08,87.5,42.88,42.12,50.87,17.75,60.43,26.73,40.02,28.87,15.24,15.86,14.26,247.31,14.34,195.56,76.09
2024-04-25,11.17,91.77,70.74,106.85,75.93,18.91,20.21,27.58,59.91,99.0,31.23,83.7847,83.74,45.7,30.69,80.54,427.65,54.98,100.68,12.33,110.45,37.3,114.76,119.85,9.72,506.43,11.73,72.16,39.6,55.06,24.92,68.7,88.25,43.95,41.09,54.03,17.82,63.1,26.65,40.37,28.85,15.27,15.34,13.42,250.86,13.49,199.16,75.48
2024-04-26,11.2,91.78,70.85,106.9,75.98,18.77,20.3,27.57,60.16,98.91,31.06,87.5601,90.97,45.12,30.74,82.6,433.22,55.94,100.7,12.24,110.46,39.52,116.39,122.41,9.52,510.07,11.28,73.19,40.12,55.38,24.82,70.48,88.67,44.55,40.59,56.1,17.77,64.5,26.65,40.57,28.85,15.24,15.4,13.24,252.75,13.29,200.86,75.61
2024-04-29,11.28,91.79,70.75,106.9,75.93,18.85,20.26,27.58,60.02,98.95,30.84,87.2053,89.96,45.34,30.63,81.81,430.99,55.59,100.7,12.28,110.47,40.15,115.71,121.22,9.61,508.62,11.45,72.75,40.49,55.51,24.87,69.59,88.44,44.21,40.86,55.28,17.78,63.84,26.71,40.42,28.89,15.24,15.34,13.23,251.94,13.25,200.0,75.75
2024-04-30,11.27,91.43,70.6,106.94,75.79,19.14,20.09,27.36,59.3,98.52,30.85,85.0431,85.69,46.21,30.43,78.75,422.85,53.03,100.31,12.46,110.04,36.0,112.38,116.07,10.02,501.33,12.1,70.68,38.99,54.44,24.76,64.71,88.6,44.89,40.2,52.07,17.69,61.12,26.75,40.56,28.97,15.27,15.47,13.67,248.46,13.75,195.22,75.28
2024-05-01,11.23,91.47,70.7,106.95,75.78,18.86,20.18,27.3,59.61,98.65,30.73,84.4154,84.15,46.0,30.53,79.53,425.26,53.6,100.35,12.4,110.08,35.98,113.63,117.89,9.85,504.1,11.9,71.44,40.08,55.24,24.86,65.93,88.22,44.27,40.79,52.93,17.78,62.09,26.65,40.862,28.85,15.27,15.38,13.27,250.13,13.4,196.74,75.27
2024-05-02,11.21,91.48,71.45,106.98,76.29,18.64,20.28,27.2,60.31,99.54,29.52,87.7541,90.82,45.03,30.64,82.95,434.41,56.73,100.36,12.24,110.11,38.75,116.7,122.77,9.45,511.13,11.17,73.38,41.72,56.51,24.41,71.47,89.94,46.93,38.47,56.29,17.99,64.66,26.39,41.6,28.6,15.31,15.01,12.7,253.6,12.79,202.39,75.68
2024-05-03,11.3,91.49,71.4,107.01,76.28,18.57,20.51,27.25,60.26,99.5,29.75,89.3544,94.0,44.73,30.78,84.02,437.32,57.17,100.37,12.17,110.12,39.97,117.87,124.56,9.33,513.79,10.94,74.16,42.3,56.96,24.42,72.64,89.87,46.79,38.61,57.4,17.99,65.63,26.44,41.49,28.63,15.35,14.9,12.51,254.8,12.58,203.32,76.05
2024-05-06,11.27,91.5,71.64,107.03,76.25,18.62,20.6,27.02,60.57,99.49,29.6,91.0617,97.54,44.39,30.78,85.31,440.69,58.45,100.39,12.09,110.14,41.55,119.65,127.3,9.12,517.52,10.69,75.22,43.0,57.44,24.14,74.92,90.89,48.34,37.29,58.72,17.97,67.04,26.52,41.81,28.68,15.44,14.7,12.3,256.59,12.39,205.6,76.24
